text,label
"—Amor, dame al bebé. —Espera a que llore. —¿A que llore? ¿Por qué? —Porque no sé dónde lo deje JAJAJA",1
"en q puto momento he dejado a mi cabeza que vuelva a sentir, joder",0
"Quiero estudiar para ser camionero, ahr.",0
"— Mamá, ¿el pollo engorda?
─ Si le das mucho de comer, tal vez.
─ Me refiero el pollo a mí
─ ¿Cómo te va a dar de comer un pollo, baboso?",1
"No sé si necesito un abrazo, 10 pizzas, 4 hamburguesas, 6 shots o dormir 3 meses.",0
COSAS SAD jajaja mi vida,0
"""Lo bueno de Internet es que uno escribe algo entre comillas, cita una fuente y lo hace creíble"" - Aristóteles",1
"¿Drogas?, no gracias, para volar yo tengo a la música.",0
"Si después de hacer el amor, das las gracias... eso es educación sexual. #fb",1
"Anoche fui a una heladería con un metro, y medí todos los gustos",1
Yo nunca me chingué la rodilla y ni así soy bueno para algo,0
"Primero TCC me manda un mail para avisarme la programación y al toque Pedidos Ya para que pida comida.
Para mí que se ponen de acuerdo.",1
"#TraumasDeUnTwittero entrar a tus interacciones y ver ""Tu madre te ha seguido"".",0
"No doy más del dolor de cabeza, no me puedo sentir peor 😢",0
"¡México aún puede ir al Mundial!, ¡Lástima por Canadá, ellos no clasificaron!, se tendrán que conformar con sus más de 10 premios Nobel.",1
"ARIES: No le hagas caso a los demás, la envidia les corroe, tu vida les agobia, ¿Porqué será? Tú no tienes la culpa, tu destino lo eliges tú",0
"¿Abuelo me veo gorda? —No, tienes el cuerpo de una chica porno. —¿Verdad?, que lindo abuelito —Sí, Pornoparardecomer ¡GORDA! JAJAJÁ  —Ay:'(",1
Ojalá no se les cante hacer nada a estos pendejos mientras me voy a entrenar  #BestSoloBreakout #LouisTomlinson #iHeartAwards,0
Si nunca te limpiaste los mocos con las mangas de la camiseta no tuviste infancia.,0
"soy de esas personas que cuando ven un video de belleza y está fea la persona que da los tips.... no le creo XD
#perdón",0
Buen dia!!!,0
Pregunta seria: los Progresistas por qué van a hacer consulta? Alguien pone en duda que Gusfraba va a ganar?,0
"Esa sensación de querer salirte cuando el profesor dice 'al que no le interese, se puede retirar'.",0
"Estoy indignado con Del Bosque por hacer jugar tanto a Torres, a más minutos, menos tontos que pueden picar para vendérselo.",0
Hoy la Estación Internacional ha sobrevolado el centro #Madrid durante 528,0
-Mandé a mi mujer a comprar milanesas y la secuestraron -Y qué vas a hacer? -No se... tal vez un espagueti.,1
Y eso que no está mi bebé Benzema.,0
Mama Papá tome un decisión voy a Vivir sola.. Les dejé las Maletas afuera.. O.o #humortico,1
"Se viene mi cumple , que.quiero que me regalen??? La entrada para ir a ver a Daddy Yankee . Graaac",0
"Habla con la verdad. No te dejes dominar por la cólera. Da, aunque no tengas más que muy poco que dar. (Buda)",0
Podría vivir en una librería.,0
Ustedes ya se pueden imaginar a #PetroPresidente con el congreso en contra? Ese va a ser otro mierdero.,0
"- Cariño, tengo dos noticias, una buena y otra mala. He dejado las drogas, pero no sé donde.",1
"- Tus orgasmos eran reales?
--Fingidos.
—¿Y los demás?",1
"—¿Y a qué te dedicas?

—Viajo mucho.

—¿Eres piloto?

—No, fumo mota.",1
Yo también conozco gente que encuentra el amor de su vida cada 2 meses.,0
Melli necesito verte en la cancha,0
puedo morder? -no porque me duele- dale pero te muerdo despacito -dije que no HAAAAAAAAAAAAAY- Perdón jajaja,0
#FELIZDOMINGO!!!,0
"Sergio Ramos:""Lo de la Copa marcó"" &lt;- Lo que no marcó fue tu penalti, filho da puta.",1
"—¡Mamá, mamá, en la escuela me dicen mafioso! —No te preocupes hijo, mañana arreglo eso... —De acuerdo, pero que parezca un accidente...",1
Tengo más series pendientes que metas en la vida.,1
"–Mamá, en la calle me gritaron puta –¿Y qué hiciste? –Me cambié de esquina.",1
"O sea hoy era la fecha para anunciar la fecha
#WantYouBackTODAY",0
-Mamá - ¿Qué? - ¡Te quiero mucho! -¡No tengo dinero!.,1
MIJO SOY TU TIA BERTHA DEJASTE TU TUISDER ABIERTO ACA EN LA CASA YA TIENES LO DE LA TANDA? SALUDOS A TUS PAPAS,1
"#chiste Pepito, ¿no te da vergüenza ser el último de la clase?
Alguien debe sacrificarse #chistes RT.",1
"Era tan Perra, que murió de parvovirus.",1
"“Por favor Diosito, cuídala mucho, no dejes que nadie se le acerque”

—Yo cuando dejo un pedazo de pizza en la cocina.",1
"Ya tenéis algo más que celebrar, 3 semifinales de Shempions y que yo organicé un torneo de verano.",0
Quiero morir por no vivir en buenos aires y no poder ir a las marchas,0
Yo te doy un 20 de 10 🎶,0
Madurar es dejar de creer que el profesor Jirafales sólo entraba a tomar una tacita de café #XD,1
Fav si quieres una quesadilla me voy a rifar unas,0
Transmitan Dragon Ball no esa basura de #Combate,0
En twitter aprendí que no soy el único que habla solo.,1
"Si cuando ando borracho cuido mi cerveza para no derramarla, imagínate cómo voy a cuidar tu corazón, ponte buza caperuza mija.",0
"Soa Michelle, enseñeme de los h t t p doble punto slash slash &lt;3",0
por más rikura que seas si no me caes mínimamente bien no te garcho,0
"A Zidane seguro que no le meto el dedo en el ojo, que este me lo devuelve a cabezazos...",0
Hay personas que no aprenden de sus errores🤷🏻‍♂️🤷🏻‍♂️🤦🏻‍♂️,0
Me diste ganas de extrañarte.,0
"-¡policía!
-dígame
-¡afuera de mi casa hay 2 mujeres peleando por mi!
-y ¿qué tiene de malo?
-pues que va ganando la fea",1
Mujeres...  No solo ustedes fingen placer guau tomen nota,0
"—Abuelo, ve a acostar al bebe y duermelo. 

—Duérmete mi niño, Duérmete ya, por que o si no vendrá el ¡¡PUTO COCO!! ¡Y¡ ¡¡TE VIOLARA!! JAJÁ.",1
No quiero que más nadie me hable de amor 🐰🔥,0
El riesgo de la democracia está en la falta de educación... Educación buena y contextualizada.,0
"Tienes que estar estudiando, pero estas en Twitter.",0
"En casa no comemos caracoles porque nos gusta la comida rápida.!
#chistesmalos",1
"#Chiste Querido Niño Dios:
Quiero un cuerpo delgado y una billetera bien gorda.
Trata de no confundirte como hiciste el año pasado #chistes",1
"Creí tener ""amigos"" en mi vida.",0
"Quédate con la vieja que se ría de tus pendejadas cuando estás bien pedo, que poner su pinche carota de emputada lo hacen todas.",0
"“No sé qué le ven de divertido, salir a tomar, emborracharse y luego al día siguiente andar con una terrible resaca”

—Yo, cuando no salgo.",1
#SeriaHermosoPoder ser baldosa... Para mirarte la cosa.,1
que te la saque el doctor re picando y la guardo para esta nocheeeeee,0
"“Aquí batiendo huevos”
Estámuy guapo 
#cepedatortilla",0
"- Martínez, queda usted despedido.
- Pero, si yo no he hecho nada.
- Por eso, por eso.
#Chistes #Humor #Anecdotas...",1
Tipico: ver un ventilador de techo imaginar que se desprende y decapita a todos.,1
Que rico en serio siento que hoy voy a dormír como nunca.😍,0
Auxiliar de enfermería? Eso existe?JAJAJAJAJAJA AHORA SÍ #CarrerasParaComerPuroPan,0
"Querido Santa, seré breve:

Necesito 10 millones de dólares y bajar 10 kilos.

Gracias. 🎅",1
Subieron la peli de FullMetal 🤗🤗,0
¿Felicidad? Felicidad es ver una señal wifi sin candadito.,1
"Yo te dije todo a la cara, si no te gusta bancatela",0
"—Dijiste que irían puros hombres y en la foto que te etiquetaron se ve una mujer. 
—Se estaciona en dos movimientos.
—Ok. Diviértete amor.",1
"—¿Te puedo robar un beso?  

—Con esa cara mejor róbame el celular.",1
"Quiero trabajar de vender fiaca a quién no tiene. Debe ser triste escuchar la lluvia y que te den ganas de no sé, TRABAJAR. Dios me libre.",1
"“O adivinas porqué estoy enojada o me enojo más”

-Lógica femenina.",1
#YoLoQueQuieroEs seguir durmiendo.,0
AI SORRY ES KE NACI PARA SPOLEAR!!!! mirá yo nací para cortar conchas y lo primero q voy hacer si no t callás es cortartela en fetas,0
La Justicia dejo de ser Justa cuando se crearon los abogados*(con perdon d los q son abogad@s)pero es q hay algunos q no valen na'.,0
No hay peor sentimiento que amar a una persona que ama a otra.,0
Llega el esposo a su casa: TUM TUM y la esposa dice: ¿Quien es? —Soy el hombre q te hace feliz en la cama! — Pase vecino... Esta abierto #XD,1
Extraño mi pelo todo despeinado con un intento de rulos,0
En el #HotelVictoria me voy a disfrazar de Cupido para cagarles a todos :v,0
ALGO MÁS ME TIENE QUE PASARRRRRR ???,0
Hoy se sale fuerte. Pero al revés.,0
Como los años yo mejoro con el vino.,0
Timba con los pibes 👌,0
I Lovate you.,0
Jack no puede ser mas boludo 😑,0
"No, no me cae mal... me molesta que respire, solo eso.",1
Al menos decinos a que radio te vas así te seguimos escuchando... #PopNoDuerme,0
"Tan fea que cuando pasaba por una construcción, los albañiles se ponían a trabajar.",1
Todo el que siga a @Fermin982 estará regalando CINCO SEGUIDORES SIGANLO,0
Ahora falta el de Marlos.,0
QUERO KET QUERO KET,0
"Los milagros existen,pero la mayoria NO son gratis.Hay q salir a buscarlos,trabajarlos o ganarlos.#GretchenCuotes",0
Si pudimos enviar a un hombre a la luna… ¿por qué no enviarlos a todos? #Feminista,1
"Me atacan colombianos por no poner a Cuadrado titular contra Falcao. Perdonad, pero las preguntas de Triviados no se responden solas.",0
"Pues si, aquí estamos. Somos parte de la indiferencia queriendo una sociedad diferente.",0
"#TuNoviaEsPutaCuando: respira, es decir, es Puta todo el día, hasta cuando está dormida.",0
"Volver con tu ex es como repetir el semestre: Sabes que no vas a aprender nada nuevo, pero ahí vas de regreso por pendejo.",1
"Vollllllvera como la primera vez,
Déjala que vuelva",0
"¿Hola, con el ministro de hacienda?
-Sí, con él.
-Hola ministro, ¿qué está hacienda?? #chistes",1
"—Doctor, ¿cómo está el paciente?
—Tiene un cuadro de vómito y diarrea.
—Qué mal gusto, en estos días a cualquier porquería le llaman arte.",1
Que poco te valoran algunas personas gg,0
"—¿Como te llamas? —Anastasia. Me dicen Ana ¿Tu? —Catalina, y me dicen Cata ¿Y tu? —Penélope, pero no tengo apodo. #XD #JAJAJA",1
"Si la vida fuera vodka, me la tomaría en serio.",1
Lo peor que me pasó en lo que va del año fue haber nacido.,1
12% de batería 🔋 😒,0
"Vete poniendo la vacuna del tétano, porque ya va siendo hora que te entierre mi fierrote.",1
"—Hija, ¿cuándo voy a conocer a tu novio? — Primero deja que yo lo conozca Má!",1
q miedo pensé q era un ladrón y era mi abuelo jiji,0
@gretaercole @Solanagrassi alguna me invita a mirar un poco de tele a su casa?,0
Que bien bo,0
"Me acuesto, veo cosas de Román y me pasa que lo extraño. Algo de todos los días",0
"Un vasco a otro: -Oye Patxi, me han dicho que tu hija anda por ahí con gonorrea -Pues a mí mientras sea vasco no me importa. #fb",1
"Que ganas de morirme y arrastraros a todos conmigo, hijos de puta.",0
"¿Qué le dijo la O a la Q? ¡Súbete el cierre, que se te está saliendo el pajarito! by @lonely012 #fb",1
"—Vamos Luke desenfunda tu sable, demuestra tu odio, que perteneces al lado oscuro
—Señor súbase los pantalones o llamo a seguridad.
—JAJAJA.",1
"#MiMamáDice ""Yo a tu edad limpiaba, cocinaba, era astronauta, mataba dragones, cuidaba leones y estudiaba"".",1
Con los años mi Juan se ha vuelto en una fiera en la cama -¿Te hace el amor salvajemente? -No... se mea para marcar su territorio,1
"Papi, ¿qué es un trio?
Es cuando un hombre se acuesta con dos mujeres al mismo tiempo.
¿Y para que llevan una guitarra?",1
Cada quien busca su infierno y lo vive.,0
"Como los demás tratan de solucionar un problema:
—Hablando.
—Escuchando.
—Pedir una opinión.

Yo:
—Durmiendo.
—Comiendo.
—Agarrando la peda.",0
Esto de no estar al día con las materia me re estresa,0
"{\__/}
( • - •)
/つ🍺  ¿Me la enfrías?

CON TU CORAZÓN.",1
"Vamos a ver si Las SANSE...terminan SIN incidentes violentos o bochornosos,ect... VAMOS A COLABORAR!!!",0
"En mercado libre venden iPhone bloqueados para repuesto, me duele solo pensar que el mío debe estar siendo desarmado 💔",0
Lo mismo de siempre aburre 🙄,0
"# GodinQueSeRespeta, sube fotos de su comida del Sanborns, en quincena, aunque después sólo coma sopa nissin.",0
Yo necesitó una noche contigo para explicarte lo que siento yo🎵😘,0
Ese momento incómodo cuando no sabes si te van a saludar de mano o de beso y te dan la mano y tú ibas a dar beso Y TODO SE DESCONTROLA ALV.,0
"Que tu mamá abra un video de gemidos, cagarte de risa y después darte cuenta qué no era una broma, sino que se grabó con el mecánico.",1
Sé que lo hago rico y todo pero no te me ENAMORES !!!,0
ɐzǝqɐɔ ǝp sǝɐɹʇ ǝɯ,0
En dos años ya no estaré aquí comoquiera,0
Que lindo lunes. ahre,0
Terminé de tomar cocido y arriba nomas le mandé tereré. Tan py que duele.,0
No sabemos nada de lollapalooza?,0
estoy gozando a la @MarcelaAninat con la @InaGroovie en @cocavialaire de @rinoceronteFM,0
Definitivamente son imbeciles.,0
"Ésta cuenta tiene altos estándares de calidad, si algún tuit no es de su agrado, inmediatamente nos robamos otro.",1
"Bunker de Massa
*Habla Sergio*
-Quiero agrade *aplausos*
-Porque Santiag *aplausos*
-Decirles adem *aplausos*

Ni ellos soportan escucharlo.",1
¿Para cuando una amiga dedicandome 'vivo pensando en ti - Pipe Pelaez ft Maluma'?,0
Que lindo q es lpm,0
"""Siento que 2016 va a ser mi año.""

Sí.
Sólo tuyo.
7 billones de personas en el mundo.
Única.
La elegida
Exclusiva.
Majestad.

-Lloro grasa.",0
Urgente : un joven fue atropellado por un camion cuando iba al cine.... No vio el trailer,1
"-Se me corta internet, estoy yendo a tu casa a mostrarte la japi personalmente.",1
"-Profesora, ¿qué significa ""stronger""? -Más fuerte - ¿QUÉ SIGNIFICA ""STRONGER""? -¡Te dije que más fuerte! -Vieja sorda, ¡STRONGER!",1
Jajajajajajajajajajaja que forra de mierda,0
"Esas caricias , caricias prohibidas 😌",0
"Mi problema es que no me importa casi nada, pero cuando me importa algo, me importa demasiado.",0
"“Es bien inquieto tu niño jeje”

— Yo, cuando un mocoso ya se anda pasando de verga.",1
"Se acerca la Navidad y ya empecé a hacer la lista de familiares y parientes que quiero que ver:

1) NINGUNO.",1
"— Dime con quién andas y te diré quién eres. — Ando con tu hermana! — Ah, entonces eres mi cuñado!",1
“...quiero ser capaz de vivir sin adicciones”.,0
"#ElProblemaNoEs la tarea, el problema es que no salga en google.",1
Por qué no abre godo todos los días cuando yo estoy de vacaciones ?,0
En Titanic 2 Miley Cyrus acaba con el iceberg a lamidas.,1
＠no_TL 965745284713152512965745284713152512965745284713152512,0
"Lo único que faltaba, que Netflix saque Harry Potter",0
Muero de amor con Max acostado en su nueva camita 😍💘,0
"#MitosyLeyendas ¿Alguien conoce historias bien buenas?, pasen los links! :)",0
Pense que eran las 10 y son la 1 😳,0
"Cuando estás en la casa de alguien: La gente normal: ""¡Qué casa tan bonita!"" Yo: ""¿Cuál es la contraseña del WIFI?""",1
"Entrar al banco y gritar: ""¡BOMBAAA...para bailar esto es una bomba, para gozar esto es una bomba!"" Reír y escapar bailando Gangnam Style.",1
Los profesores me suspendían en el colegio por irregularidades en su manera de corregir mis exámenes.,1
TIRIAC: DE MANAGER DE VILAS Y BECKER A MULTIMILLONARIO,0
"A los muertos se les lleva flores, pero yo no kiero ni flores ni ke por mi lloren..",0
Santoyon RuelonEPX bloqueado por sebastianoo,0
"Cambié mi contraseña de Twitter por ''incorrecta'', si se me olvida, twitter me la recordará: Su contraseña es ''incorrecta''. Soy una genio",1
"Habia una vez un tipo que contaba los chistes hasta la mitad y..
#chistes",1
Que una persona que ni si quiera vive en el país ni tributa en él hable del amor a la patria manda cojones,0
"#YoQueríaEstudiar medicina, pero me dí cuenta que mi letra sí se entendía y supe que no iba a servir para eso.",1
"#EPN manda felicitar a ""Alex Lora"" por el triunfo de ""El Tri"" vs Brasil en los Juegos Olímpicos. 

#SomosOro #HoyGanaMéxico #MeRíoDeJaneiro",0
¿Soy solo yo o uds también tienen que ponerle subtítulos a Tarde Lo Conocí?,1
Este fandom se está haciendo cada vez mas grande y las estafas empiezan a llegar.,0
Entran Titus O'Neil y Apollo Cre....ah cierto #RAW,0
Nunca es tarde para seguir durmiendo,0
"Doctor, después de la operación siento como que algo me arde en el estómago... -Ahhh!!!, ya sé donde olvidé el cigarrillo #chistes RT.",1
"— ¿Cuál es tu plato favorito y por qué?

— Bueno, mi plato favorito es el hondo porque le cabe más comida.",1
Casi entro en shock al ver tantas preguntas en ese examen,0
Me e dado cuenta que mis tweets son muy bipolares 🤣🤣🤣🤣,0
Lluvia y encima hoy hay Champions,0
"Estoy que me siento mal y me pongo sensible, que mina insoportable soy",0
"Un loro choca con 1 taxi y se desmaya, el tipo se lo lleva lo coloca en Una jaula -El loro despierta al verse encerrado: HP MATE AL TAXISTA",1
"Buenos días, hoy es otro día de mierda.",0
"#Chiste En mis tiempos el baño se hizo para cagar, no para tomarse fotos!! Atte: mi abuelita #chistes #RT #JAJAJA #XD",1
"‎-En la oscuridad soy un peligro.

Att: La pata de la cama. ( #Tipico : Quien no se a golpeado el dedo gordo con la pata de la cama) #jajaja",1
"Cuando stalkeo y el perfil tarda en cargar, mejor me salgo, seguro es Diosito protegiendo mi corazón de una decepción.",0
Díganme que no soy la única que lee el horóscopo del chico que me gusta para ver si coincide en algo con el mío,0
"Que le ponga pausa al videojuego cuando tu le hablas, es #AmorYNoMamadas.",0
Te comiste el verso jajajja,0
merda merda merda,0
#NoesPorPresumirtePero yo si me atrevo a hablar español en clase de ingles.,0
"Nada calma mas que el ''YO Tampoco estudie"" de un compañero.😂",0
¿Ya podemos dejar de fingir que nos encantaba la selección de Islandia?,0
"Voy a buscar una señal, una canción.",0
Hoy mi amigo @AIexChxnguito se parece al mismísimo Leandro Augusto,0
"Laaaaaaaa Chammpioooonssssss 
Hoy se entrega un boleto a Milan...",0
Quiero que me lleguen mis cosas de wish asi sigo comprandooo,0
Estas peliculas siempre son lo más,0
El niño es muy adorable pero JAJAJAJAJAJAJJAJAA #LaVozKids1,0
Que manija estoy de mañana,0
¿Qué dice una Lora ladrona en una joyería? Entrégame el-oro. #chistes,1
"Feliz 4 de julio a todas esas mujeres que son Estados Unidos, George Washington, Batalla de Yorktown y Tratado de París a la vez.",0
"Se me viene a la mente el golpe de Payo cuando le corrí la silla en el Festival y me cagó de risa sola como boluda 😂😂😂😂

NO SUPERÓ MÁS ESO",0
"Tuve una novia que invertía en la bolsa de valores, la dejé porque nunca era responsable de sus acciones.",1
"Aló, Diga? - Tenemos secuestrada a tu suegra, si quieres volver a verla tienes qu.... *tutututututututu*",1
Jajajajajajaja que roña me dan las parejas cursis,0
Música brasilera y teres sola.🤔 necesito amigos,0
Vivimos en un mundo donde la forma de vestir se valora más que la forma de pensar :(,0
Mi compa donde andara #ConOchoaPierdeMeade,0
"Feliz cumple @PabloMagno2, hoy vamos con esas putESTO ES DM, NO?",0
¿Quieres pelear conmigo por internet? JAJAJAJAJA! ¿Qué es lo peor que me puedes hacer? ¿ESCRIBIRME EN MAYÚSCULAS? Iluso!!,1
"—¿Quieres novio?
—¡No!
—¿Un hombre que siempre te esté diciendo que estás bonita y que te aguante cuando se la hagas de pedo?
—Eso sí 😌",1
"Mamá, mamá, en el colegio me dicen RAMBO!
Le voy a contar a la directora. 
¡No, esta guerra es mía #Chistes RT.",1
"Dije TENER  que hacer pipí, no TENER GANAS de hacer pipí. Y la rubia es una",0
"Una polilla le dice a otra
-tenés comida?
-traje",1
"Si ustedes son de los suertudos que se encuentran dinero en la calle... agradézcanme, porque yo soy de esos pendejos que lo pierden. 😊",1
"- Cariño, ¡estoy embarazada! ¿Qué te gustaría que fuera?
- ¡Una broma!  #chistes Síguenos @chistegenialxd",1
Sabes porque los postres siempre van al final de las comidas????Porque son a POSTRE-RIORI  #chistes #malisimo,1
"Amigo, me hackearon el alma.",0
#Fritzler es todo lo que esta bien en este mundo. Ganó #Colón. Se duerme #Feliz. Linda manera de terminar un lunes. Besitos.,0
"No se si es muy extraño que yo siempre esté al medio de todo, nunca en los extremos.",0
Definitivamente la vida es mejor en pijama.,0
"Cual es la palabra de 4 letras, que tiene 3 letras, aunque se escribe con 6 y nunca se escribe con 5",0
"'El frio de mi cuerpo pregunta por ti ''
(Riquelme) #chistes",0
"— ¿Hola, Sabes Inglés?
— Obvio tontito!
— ¿Qué significa I am?
— hmmmmm una de la mañana!",1
mi colazón,1
Últimamente me he llevado tan bien con la gente de virgo. Son más interesantes de lo que pensaba ...,0
Me levante con ganas de desayunarte @TortilladeLuis,0
"—¿Bomberos? ¡Mi casa está ardiendo! —¡¿Dónde se originó el fuego?! —¡En la prehistoria, pero eso que importa, venga rápido por favor!",1
"""MUJERES SONRÍAN""
Por qué no tienen un frijol en el diente, para andar escondiendo esa maravilla del mundo que tienen llamada Sonrisa.",0
"no se vale decir que sos nalgona, cuando estas gorda :v guau",1
"Todas las mujeres que se rapan la mitad de la cabeza, lo hacen para que la gente vea con exactitud la parte del cerebro que no les funciona.",1
Y si viene un río gris que separa el mundo en dos quisiera quedé del mismo lado nena que vossss.,0
Sentir las horas más eternas del mundo cuando tu mejor amigo/a falta al colegio.,0
No tengo nada que hacer así que procedo a dormir con los vidrios de la camioneta cerrados y que sea lo que Dios quiera.,0
"#MaestrosDeLaCostura

Los últimos serán los primeros",0
"""El que se va no vuelve aunque regrese"". 
                - José Emilio Pacheco.",0
La cerveza contiene los 13 nutrientes esenciales de la vida. #Curiosidades,0
"""Explícame con besos las palabras que no entiendo.""",0
#EleccionesUSAenGT Aqui alistando a los Kaibiles para invadir USA por si gana Trump.,0
"—¿Qué haces? —Peleando. —¿Eres boxeador? —No, estoy peleando mientlas escucho legetón. —JAJAJA maldito chino. —JAJAJA, lo sé, soy telible.",1
Quiero ponerme a estudiar pero mejor el día  #Sép7imoDía,0
"Toc, toc - quien es - lola - que lola?? - los ladrones... Bueno esperame que estoy con lame - que lame?? - lametralladora... #xD",1
Buenos días muy tempranos,0
#SeAcuerdan de lo genial que era enviarle zumbidos a tus amigos sólo por joder en Windows live Messenger.,0
"#FelizCumpleañosVargasLleras
Cumplió 80...
pero tiene el genio de uno de 90",0
Me gusta el rock y la música de negros.,0
"- Estás obsesionada con la dieta.
- Pero qué dices Calorías.
- Carolina.
- ¡Eso!
#Chistes #Humor #Anecdotas #Cort...",1
De mexico para el mundo BELLEZAS NATURALES MX,0
¿Quien no chateó en clases con un papelito? xD,0
"Para ser viejo y sabio, primero hay que ser joven y estúpido.",1
"Si algún día sospecho que hay un traidor en el Chelsea, le preguntaré a Siro López, que de eso sabe mucho.",0
"Todos tenemos esa vecina que se sabe la vida de todos, y de los que no, la inventa. Si no tenes esa vecina, puede ser q esa vecina seas vos.",0
sin vueltasssss,0
"Las mujeres quieren que solo trates lindo a una, pero es curioso cómo ellas se dejan tratar lindo por todos.",0
"Tengo tantos problemas que podría ser:

―Un cuaderno de matemáticas
―La frontera entre las 2 coreas
―Lindsay Lohan
―Hijo de Joan Sebastián.",1
"La ciencia dice: dos cuerpo no pueden ocupar el mismo espacio.

El chófer de la combi dice: se pueden acomodar tantito, ahí entran 7.",1
"–¿Me das? – ¡Nooooooooo! – ¡Ok, gracias! –¡Mentira toma! – ¡No, gracias ya no quiero!",1
Cepeda en el directo de Alfred ayy,0
"Somos adictos al dolor, al esperar más de quien no le interesa darlo.",0
"Decir ""UUUUUUUUUUUHHHHH"" para generar conflicto.",0
Cuanto Tienes ?,0
¿Cansado? ¿Buscando amor? ¿Triste? ¿Estas leyendo esto cómo un anuncio de televisón?,1
"Era un reloj tan fino pero tan fino, que en las manecillas llevaba guantecillos! by @jfarreola #fb",1
A Justin Bieber le voy a quitar lo niña a putazos... y a Demi Lovato.,0
"Definitivamente esta semana empiezo a montar todo para un blog, solo me falta aprender cómo y ponerle fecha así sea una plantilla en paint.",0
"Todo en exceso es malo, menos las vacaciones",0
"— Miley Cyrus, ¿qué opinas de la economía mundial? — :P — ¿Y de las guerras? — :P — ¿De la pobreza en África? — :P — ¿ 2 x 2 ? — :P",1
"Ya pedos se cogen a una gorda, qué no se van a andar cogiendo a Taylor Swift.",0
"—Oye, ¿cómo se llama la App que elimina los errores ortográficos?

—Primaria.",1
Despertar con sueño. LA HISTORIA DE MI VIDA.,0
hace cuanto no flasho amor 🤔,0
Todo se vuelve más gracioso cuando estás en un sitio en el que no te puedes reír.,0
"—¡Hijo mio, te fritó un huevo! —¿Mama, te pincho una teta?",1
"—Mamá, ¿Es cierto que soy adoptado? 

—No sé, pregúntale a tu mamá.",1
"Hice taebo en la mañaba, zumba en la noche y me zampé 2 paquetes de m&amp;m's. Sino no es pa' gozarla ¿pa' que es digo yo?",0
Esa gente q se la pasa diciendo q la plata es lo de menos debe vivir del aire,0
"—¡Hola! ¿Tienes Twitter? —Sí —¡Tenemos tanto en común! —¿Quién eres? —Te quiero amor —Aléjate de mí, imbecil —Awww nuestra primera pelea",1
"-Hijo ¿Esta Drogado? -No lo de la nariz es harina, los ojos rojos conjuntivitis y ese unicornio no es mío.",1
"Pinche año del perro !!

Ah de ser chihuahueño por eso está tiemble y tiemble !! :(",1
"Amiga, qué irónica escribiendo en minúsculas, qué auténtica, qué intelectual, qué fatalista, qué rara, qué oscura, qué única, bésame mua mua",0
11:11 Que nunca se acabe el recalentado,0
"No entiendo para quede empeñan en escribir algo en inglés algo que está gramaticalmente incorrecto, y es muy obvio que lo está. 🤦🏽‍♀️",0
Mi razón desvaría en el tiempo de momentos y segundos enigmáticos.,0
de nuevo yo! ajajja🤣😇,0
Miedo.,0
#LasNiñasBonitas son unas princesas dormilonas los fines de semana.,0
"Jugando The Legend Zelda Breath of the Wild con todo y desayuno en la cama, y mientras ustedes se quejan de su cochina resaca. Buenos días.",0
"Acá, tratando de evitarte.",0
¡Ya! Váyanse a la chingada. Nos vemos en misa a las 7:00 am.,0
Me tienen re cansada ya,0
"—Eres puta
—¿¡QUÉ IDIOTA!? 
—Perdón, estaba limpiando mi teclado.
—Ah, ok.
—Además de puta, pendeja… 
—¿¡QUE!? 
—Sigo limpiando.
—Ah, Ok.",1
"#Chiste: QEE' LE DIJO UN GUSANO POLICIA A UN GUSANO LADRON??
ALTO!! TENEMOS RODEADA TODA LA MANZANA #chistes RT",1
"Me duele haber corrido para no llegar, ahora sé que el camino es la meta también.",0
"la gente quiere que uno cambie, lo que no saben es que ya uno habia cambiado antes de conocerlo guau",0
"+Y na’… la besé.
- *gasps* ¡¿Pero en la boca?!",0
"Feliz Viernes :) Bienvenido Junio, llegamos a mitad de año, se acabo ya el 2012",0
Típico : Un compañero te hace reír en clases y te sacan a ti.,0
@gustavohlopez argumentando sobre Arevalo y @MarcePalaciosMP El mejor programa de fútbol LEJOS,0
#EnSuMomentoYo No sabía ni qué pedo con Twitter y sigo sin saber 😂😂,0
Me penalizan con 3000 p por cortar el contrato antes y me sale 15 el celular jajjaja creo que voy a esperar a terminar el contrató,0
"nose q hago q no estoy jugando co Svennoss, Myth y Ninja la concha de mi madre",0
"—¡ESPARTANOS! ¡ESTA NOCHE CENAREMOS EN EL INFIERNO!

—No le hables así a los niños, si no quieres ir a cenar a casa de mi mamá, me voy sola.",1
De lo nerviosa que estoy no puedo dormirr,0
"—Señor mago, quiero aprender a adivinar. —Ponte en cuatro y desnúdate... —¡PERO USTED ME QUIERE COGER! —¿Ves? ya vas aprendiendo ;)",1
Recupera tus fuerzas para un nuevo amor 👑,0
"*en el mundo espiritual,quien busca lo q no entiende,encuentra lo q no quiere*#GretchenCuotes",0
"RT rafaelsrb: GIGANTE! Hugo Chávez: “El mundo es víctima del imperio del dólar. Llegó la hora, nosotros tenemos la idea de una moneda inte…",0
"Lo que me duele verla así,pero me duele el triple no poder ayudarla",0
99- Siempre tas mamada? Jajajajjaja igualmenteeee,0
"—Buenos días princesa ❤️
—Hola.
—Ojalá que hoy haga calor.
—¿Por?
—Para que se te descongele el corazón, perra.
—¿QUÉ?
—Perdón, me alteré.",1
